product_name,revenue,qty_sold,cust_location,cows_number,farm_size,price_unit,shelf_life,storage,channel
Milk,392.6,13,Maharashtra,10,Medium,30.2,27,0,0
Yogurt,4258.98,478,Jharkhand,34,Small,8.91,29,1,0
Ice Cream,9057.79,581,West Bengal,45,Small,15.59,22,1,0
Lassi,2625.81,73,Kerala,74,Medium,35.97,14,1,1
Curd,558.4,8,Bihar,31,Large,69.8,6,1,0
Ghee,35182.23,591,Telangana,61,Medium,59.53,87,0,1
Yogurt,33194.5,337,Bihar,59,Medium,98.5,29,1,1
Yogurt,2376.08,28,Rajasthan,24,Small,84.86,23,1,0
Cheese,818.84,22,Kerala,67,Small,37.22,62,1,1
Ghee,17313.48,492,Bihar,41,Medium,35.19,145,0,0
Buttermilk,304.53,3,Telangana,30,Medium,101.51,7,1,0
Milk,10342.12,227,West Bengal,93,Small,45.56,2,0,1
Ghee,2006.25,25,Bihar,68,Small,80.25,99,0,1
Yogurt,29585.16,558,Tamil Nadu,94,Large,53.02,22,1,0
Ice Cream,142.26,2,Rajasthan,87,Large,71.13,30,1,0
Milk,16980.3,190,Jharkhand,42,Medium,89.37,1,0,0
Ghee,1306.47,37,Karnataka,10,Large,35.31,106,0,0
Curd,23653.0,350,Gujarat,50,Small,67.58,5,1,0
Curd,6865.95,455,Gujarat,26,Medium,15.09,7,1,0
Lassi,10917.5,275,Gujarat,62,Large,39.7,18,1,0
Buttermilk,9268.64,106,Telangana,10,Medium,87.44,8,1,1
Yogurt,17204.52,311,Chandigarh,19,Small,55.32,30,1,0
Curd,1575.67,19,Haryana,51,Small,82.93,5,1,0
Buttermilk,384.18,38,Rajasthan,78,Medium,10.11,14,1,0
Yogurt,5763.0,170,Karnataka,29,Small,33.9,24,1,0
Yogurt,63774.92,751,Chandigarh,44,Large,84.92,30,1,0
Buttermilk,15056.22,174,Karnataka,69,Large,86.53,9,1,0
Ice Cream,2378.73,37,Jharkhand,97,Large,64.29,22,1,0
Ice Cream,5211.96,78,West Bengal,53,Small,66.82,24,1,1
Buttermilk,18043.5,230,Maharashtra,92,Medium,78.45,10,1,1
Buttermilk,3580.94,82,Telangana,30,Large,43.67,9,1,0
Curd,26809.32,314,Rajasthan,73,Large,85.38,5,1,0
Lassi,22982.4,285,Chandigarh,90,Large,80.64,16,1,0
Cheese,40233.3,615,Jharkhand,82,Small,65.42,70,1,0
Paneer,1557.15,105,Gujarat,14,Large,14.83,12,1,1
Paneer,3690.18,83,Haryana,58,Medium,44.46,10,1,1
Curd,35624.96,568,Uttar Pradesh,38,Medium,62.72,7,1,0
Milk,2432.64,48,Rajasthan,49,Large,50.68,1,0,1
Paneer,10819.63,199,Chandigarh,53,Medium,54.37,10,1,0
Ice Cream,4999.62,206,West Bengal,55,Medium,24.27,22,1,0
Milk,830.34,9,Karnataka,44,Small,92.26,2,0,0
Yogurt,19112.06,218,West Bengal,68,Medium,87.67,28,1,0
Yogurt,8895.8,95,Chandigarh,20,Small,93.64,22,1,1
Ghee,5597.1,405,Delhi,36,Small,13.82,86,0,1
Yogurt,4044.93,73,Delhi,14,Small,55.41,29,1,0
Cheese,140.49,9,Tamil Nadu,11,Medium,15.61,90,1,0
Paneer,6868.4,110,Chandigarh,19,Small,62.44,14,1,0
Cheese,4852.98,387,Bihar,92,Medium,12.54,64,1,0
Curd,11608.8,336,Tamil Nadu,87,Small,34.55,7,1,1
Milk,1811.59,43,Maharashtra,80,Small,42.13,23,0,1
Milk,385.32,6,Maharashtra,37,Medium,64.22,23,0,0
Ice Cream,43331.88,789,Haryana,71,Medium,54.92,26,1,0
Lassi,16248.66,227,Uttar Pradesh,88,Medium,71.58,14,1,0
Buttermilk,648.4,8,West Bengal,50,Small,81.05,10,1,0
Milk,5660.27,77,West Bengal,90,Small,73.51,1,0,1
Buttermilk,520.02,9,Madhya Pradesh,44,Medium,57.78,12,1,0
Paneer,7494.18,146,Tamil Nadu,59,Medium,51.33,11,1,0
Yogurt,24288.54,317,Maharashtra,36,Large,76.62,23,1,0
Yogurt,3443.79,217,Madhya Pradesh,17,Large,15.87,24,1,1
Ghee,26348.72,373,Maharashtra,70,Medium,70.64,139,0,0
Curd,2099.35,121,Uttar Pradesh,35,Large,17.35,5,1,1
Ghee,2264.64,32,Maharashtra,76,Large,70.77,90,0,0
Yogurt,6774.82,71,Karnataka,32,Small,95.42,21,1,0
Ghee,12337.1,535,Telangana,71,Small,23.06,98,0,0
Paneer,3306.45,235,Telangana,62,Small,14.07,14,1,0
Buttermilk,3291.02,118,Delhi,37,Medium,27.89,7,1,0
Milk,21191.56,332,Delhi,33,Large,63.83,26,0,0
Butter,28823.0,380,Delhi,88,Large,75.85,26,1,0
Yogurt,1768.61,53,Chandigarh,32,Large,33.37,26,1,0
Yogurt,24689.73,377,Chandigarh,29,Large,65.49,29,1,0
Milk,5664.98,298,Rajasthan,39,Large,19.01,23,0,1
Butter,34815.3,565,Telangana,18,Medium,61.62,33,1,1
Ice Cream,28668.64,286,Delhi,12,Small,100.24,22,1,1
Ghee,7954.4,80,Chandigarh,30,Large,99.43,79,0,1
Cheese,2292.46,166,Rajasthan,93,Medium,13.81,51,1,0
Paneer,10094.22,603,Rajasthan,28,Large,16.74,14,1,1
Butter,3750.03,43,Tamil Nadu,11,Small,87.21,35,1,0
Cheese,16781.85,401,Delhi,38,Small,41.85,64,1,0
Ghee,13585.59,201,Chandigarh,30,Medium,67.59,118,0,0
Milk,315.75,15,Maharashtra,55,Large,21.05,1,0,0
Milk,1246.5,90,Maharashtra,85,Large,13.85,28,0,0
Yogurt,3116.96,242,Delhi,78,Small,12.88,24,1,1
Paneer,27530.36,572,Delhi,67,Large,48.13,7,1,1
Ice Cream,1335.0,50,West Bengal,21,Medium,26.7,23,1,1
Butter,17521.64,244,Kerala,80,Large,71.81,31,1,0
Butter,1101.06,18,Delhi,87,Small,61.17,25,1,0
Paneer,28003.08,318,Karnataka,81,Large,88.06,14,1,1
Buttermilk,3637.8,141,Madhya Pradesh,29,Small,25.8,7,1,0
Ghee,10939.2,240,Jharkhand,41,Small,45.58,115,0,1
Lassi,3177.54,127,Karnataka,52,Large,25.02,14,1,0
Buttermilk,5229.86,71,Maharashtra,77,Large,73.66,9,1,0
Milk,734.58,42,Chandigarh,22,Medium,17.49,2,0,1
Paneer,3822.28,308,Karnataka,58,Small,12.41,8,1,0
Milk,45430.98,483,Madhya Pradesh,94,Large,94.06,30,0,0
Curd,7096.31,247,Haryana,17,Small,28.73,5,1,1
Lassi,6673.43,467,Jharkhand,37,Large,14.29,18,1,0
Curd,63724.48,893,Kerala,79,Medium,71.36,7,1,0
Ghee,17217.48,721,Maharashtra,53,Large,23.88,86,0,0
Milk,15015.78,186,Delhi,56,Medium,80.73,2,0,0
Buttermilk,15683.36,268,Gujarat,14,Large,58.52,7,1,1
Curd,8357.6,248,Gujarat,26,Small,33.7,5,1,0
Yogurt,7001.5,110,West Bengal,38,Large,63.65,30,1,1
Milk,276.64,14,Telangana,80,Small,19.76,28,0,0
Yogurt,952.1,10,Jharkhand,66,Small,95.21,23,1,1
Yogurt,1428.12,18,Kerala,73,Small,79.34,23,1,0
Ice Cream,53531.52,784,Uttar Pradesh,44,Large,68.28,26,1,0
Ice Cream,6695.91,117,West Bengal,72,Large,57.23,29,1,0
Curd,10094.49,189,Chandigarh,53,Small,53.41,7,1,0
Yogurt,2447.45,31,Madhya Pradesh,89,Large,78.95,25,1,1
Ice Cream,11800.88,364,Karnataka,89,Large,32.42,29,1,0
Ghee,16841.6,608,Telangana,79,Large,27.7,69,0,0
Butter,13564.98,221,Tamil Nadu,13,Medium,61.38,38,1,1
Lassi,3276.3,201,Madhya Pradesh,88,Large,16.3,12,1,0
Butter,31974.75,675,Uttar Pradesh,98,Medium,47.37,29,1,0
Yogurt,3490.56,192,Madhya Pradesh,12,Large,18.18,30,1,1
Lassi,11361.01,167,Chandigarh,39,Medium,68.03,13,1,1
Milk,8697.52,104,Delhi,18,Medium,83.63,21,0,0
Ghee,8061.8,346,Telangana,42,Medium,23.3,140,0,0
Curd,40825.4,482,Kerala,83,Small,84.7,5,1,0
Lassi,20083.35,217,Chandigarh,37,Small,92.55,17,1,0
Ice Cream,7459.38,261,Chandigarh,55,Small,28.58,27,1,0
Ghee,1982.68,73,Chandigarh,80,Medium,27.16,87,0,0
Butter,10486.84,268,Rajasthan,65,Small,39.13,39,1,1
Paneer,32707.64,587,Karnataka,18,Medium,55.72,12,1,1
Paneer,426.8,8,Kerala,64,Large,53.35,10,1,0
Cheese,13647.26,374,Gujarat,82,Medium,36.49,30,1,0
Milk,9630.15,109,Karnataka,87,Medium,88.35,30,0,1
Ice Cream,34686.24,381,Chandigarh,25,Small,91.04,29,1,0
Curd,2936.06,146,Jharkhand,80,Large,20.11,7,1,0
Ice Cream,3860.55,207,Uttar Pradesh,55,Medium,18.65,27,1,1
Paneer,11538.06,309,Telangana,89,Medium,37.34,10,1,0
Buttermilk,27781.04,931,Delhi,39,Small,29.84,8,1,0
Cheese,14496.6,444,Bihar,13,Small,32.65,89,1,1
Ice Cream,3981.45,57,Chandigarh,26,Small,69.85,30,1,0
Ghee,5469.33,93,Bihar,43,Small,58.81,149,0,0
Cheese,20677.44,408,Jharkhand,33,Small,50.68,69,1,1
Paneer,36457.96,418,Karnataka,48,Medium,87.22,14,1,0
Lassi,7560.96,192,Rajasthan,29,Small,39.38,15,1,0
Paneer,3171.15,145,Telangana,73,Medium,21.87,11,1,1
Curd,720.64,16,Jharkhand,41,Medium,45.04,7,1,0
Yogurt,14632.8,335,Madhya Pradesh,95,Small,43.68,28,1,0
Buttermilk,13586.4,360,Bihar,81,Large,37.74,11,1,1
Milk,50866.8,552,Telangana,38,Large,92.15,1,0,0
Lassi,38101.44,559,Telangana,98,Large,68.16,17,1,0
Ice Cream,11695.68,131,Bihar,23,Small,89.28,26,1,0
Paneer,2670.34,62,Maharashtra,63,Small,43.07,14,1,0
Yogurt,7059.62,149,Madhya Pradesh,76,Large,47.38,23,1,1
Curd,19636.5,570,Madhya Pradesh,19,Medium,34.45,7,1,1
Cheese,5712.9,137,Chandigarh,25,Medium,41.7,79,1,0
Curd,8253.0,100,Telangana,98,Medium,82.53,7,1,1
Curd,6518.43,141,Telangana,66,Large,46.23,7,1,0
Lassi,360.48,8,Bihar,95,Medium,45.06,16,1,0
Buttermilk,1885.18,82,West Bengal,93,Small,22.99,11,1,1
Ghee,17625.6,306,Kerala,54,Small,57.6,119,0,0
Curd,1662.44,26,Uttar Pradesh,70,Large,63.94,5,1,0
Cheese,2556.82,49,Delhi,94,Medium,52.18,77,1,0
Buttermilk,9424.8,357,Madhya Pradesh,90,Small,26.4,8,1,0
Ice Cream,4954.95,143,Tamil Nadu,77,Small,34.65,29,1,0
Lassi,35173.28,367,Jharkhand,52,Small,95.84,12,1,0
Ghee,8002.05,105,West Bengal,39,Small,76.21,146,0,0
Ice Cream,5791.24,148,Rajasthan,20,Medium,39.13,27,1,0
Ghee,54029.82,678,Maharashtra,40,Large,79.69,125,0,0
Paneer,32802.72,592,Karnataka,55,Medium,55.41,13,1,1
Cheese,18100.68,533,Uttar Pradesh,100,Medium,33.96,74,1,0
Buttermilk,12652.2,495,Karnataka,54,Small,25.56,9,1,1
Ice Cream,7914.04,134,Chandigarh,85,Small,59.06,22,1,1
Butter,2708.48,46,West Bengal,91,Large,58.88,29,1,0
Ice Cream,46332.6,465,Delhi,25,Small,99.64,23,1,0
Milk,5617.52,142,West Bengal,51,Small,39.56,24,0,0
Yogurt,9010.88,928,Chandigarh,36,Medium,9.71,25,1,0
Paneer,1518.73,29,Rajasthan,53,Small,52.37,10,1,0
Milk,5607.42,169,Madhya Pradesh,67,Large,33.18,22,0,0
Butter,17442.48,264,Delhi,61,Small,66.07,36,1,0
Butter,5522.22,198,Madhya Pradesh,53,Large,27.89,36,1,0
Milk,28302.75,315,West Bengal,39,Small,89.85,2,0,0
Curd,10267.6,190,Uttar Pradesh,93,Small,54.04,6,1,0
Ice Cream,1513.73,31,Delhi,55,Large,48.83,23,1,0
Milk,8269.35,145,Delhi,77,Large,57.03,1,0,0
Curd,22757.76,324,Madhya Pradesh,33,Medium,70.24,6,1,0
Milk,36996.12,371,Bihar,10,Large,99.72,2,0,0
Ice Cream,36478.5,879,Telangana,65,Small,41.5,28,1,0
Cheese,7002.9,251,Maharashtra,58,Medium,27.9,47,1,0
Yogurt,7939.8,110,Uttar Pradesh,29,Medium,72.18,27,1,0
Yogurt,8334.25,265,Gujarat,94,Medium,31.45,28,1,0
Ghee,2407.05,45,Rajasthan,74,Small,53.49,117,0,0
Ice Cream,2424.5,26,Haryana,48,Medium,93.25,30,1,1
Cheese,27220.16,304,West Bengal,92,Large,89.54,49,1,0
Lassi,4323.38,226,Rajasthan,58,Large,19.13,15,1,0
Butter,8038.16,524,Gujarat,94,Large,15.34,29,1,1
Paneer,2452.72,31,Delhi,73,Large,79.12,11,1,1
Buttermilk,784.68,12,Gujarat,17,Large,65.39,8,1,0
Ghee,971.67,21,Tamil Nadu,96,Medium,46.27,118,0,0
Curd,10690.92,171,Delhi,45,Medium,62.52,6,1,0
Ghee,9211.28,104,Gujarat,29,Large,88.57,63,0,0
Curd,13362.52,346,Chandigarh,32,Medium,38.62,7,1,0
Cheese,14825.16,222,Jharkhand,42,Medium,66.78,46,1,0
Curd,12702.15,485,Gujarat,27,Small,26.19,6,1,1
Milk,10873.0,166,Kerala,53,Large,65.5,24,0,0
Yogurt,965.39,19,Bihar,93,Large,50.81,23,1,1
Butter,45505.5,575,Bihar,43,Large,79.14,39,1,0
Cheese,17821.44,288,Bihar,52,Medium,61.88,38,1,0
Milk,427.23,9,Gujarat,11,Medium,47.47,1,0,1
Cheese,3493.32,86,Uttar Pradesh,38,Medium,40.62,38,1,1
Buttermilk,5728.5,75,Madhya Pradesh,58,Medium,76.38,9,1,0
Paneer,2113.44,102,Gujarat,29,Medium,20.72,11,1,0
Ice Cream,6541.2,115,Telangana,90,Large,56.88,27,1,0
Buttermilk,11067.56,116,Rajasthan,60,Small,95.41,9,1,1
Ice Cream,767.98,19,Delhi,20,Small,40.42,26,1,0
Curd,9161.64,102,West Bengal,96,Small,89.82,6,1,1
Cheese,19411.05,453,Maharashtra,51,Small,42.85,73,1,0
Paneer,4888.08,248,Tamil Nadu,100,Medium,19.71,7,1,0
Yogurt,14712.42,219,Chandigarh,63,Large,67.18,22,1,0
Ghee,54.52,1,Bihar,77,Small,54.52,85,0,0
Cheese,28079.25,725,Madhya Pradesh,38,Small,38.73,45,1,0
Lassi,13693.5,153,Karnataka,33,Small,89.5,15,1,1
Curd,15786.16,172,Telangana,43,Large,91.78,5,1,1
Cheese,5833.18,106,Bihar,22,Small,55.03,55,1,0
Butter,4611.5,115,Telangana,43,Medium,40.1,35,1,0
Curd,5520.66,101,Rajasthan,15,Large,54.66,5,1,1
Paneer,954.03,49,Bihar,17,Medium,19.47,10,1,0
Butter,23210.5,305,Karnataka,89,Medium,76.1,25,1,0
Yogurt,12756.38,163,Jharkhand,27,Large,78.26,24,1,0
Yogurt,13398.0,145,Kerala,93,Small,92.4,25,1,0
Milk,19813.75,275,Madhya Pradesh,90,Large,72.05,24,0,0
Yogurt,9336.74,238,Karnataka,65,Medium,39.23,28,1,1
Cheese,4614.15,57,Kerala,39,Small,80.95,41,1,1
Paneer,25940.98,442,Chandigarh,11,Medium,58.69,12,1,0
Curd,1239.42,13,Haryana,92,Medium,95.34,5,1,0
Ghee,23789.84,328,Chandigarh,84,Small,72.53,67,0,0
Yogurt,1362.24,144,Gujarat,94,Small,9.46,22,1,1
Milk,3473.12,112,Jharkhand,54,Large,31.01,29,0,0
Lassi,191.6,8,Chandigarh,64,Large,23.95,17,1,0
Butter,198.72,4,Tamil Nadu,17,Medium,49.68,31,1,0
Ghee,4594.59,99,Delhi,51,Medium,46.41,133,0,0
Buttermilk,3768.68,71,Jharkhand,15,Medium,53.08,9,1,1
Paneer,778.44,78,Delhi,45,Small,9.98,11,1,0
Cheese,48000.9,610,Chandigarh,82,Small,78.69,29,1,0
Ice Cream,1285.44,52,West Bengal,49,Small,24.72,25,1,0
Ghee,1562.1,82,Uttar Pradesh,32,Large,19.05,112,0,0
Yogurt,11927.49,151,Maharashtra,54,Medium,78.99,23,1,0
Butter,62856.66,626,Rajasthan,44,Medium,100.41,25,1,0
Buttermilk,6667.01,287,Gujarat,42,Large,23.23,12,1,0
Ice Cream,30150.52,404,Jharkhand,83,Large,74.63,30,1,1
Milk,42510.24,477,Jharkhand,60,Medium,89.12,2,0,0
Ice Cream,5806.35,115,Madhya Pradesh,18,Medium,50.49,24,1,0
Milk,23337.72,294,Gujarat,91,Small,79.38,2,0,0
Milk,22792.91,359,Maharashtra,13,Large,63.49,1,0,0
Milk,1118.92,11,Kerala,75,Small,101.72,1,0,1
Paneer,7102.66,214,Delhi,39,Large,33.19,10,1,1
Ice Cream,21498.19,217,Karnataka,33,Small,99.07,21,1,0
Lassi,11010.15,387,Rajasthan,30,Medium,28.45,18,1,0
Buttermilk,8281.04,136,Delhi,44,Medium,60.89,11,1,1
Cheese,15344.72,472,Chandigarh,55,Small,32.51,90,1,0
Buttermilk,29078.6,419,Uttar Pradesh,33,Small,69.4,12,1,1
Ghee,334.22,34,Telangana,27,Medium,9.83,71,0,0
Buttermilk,2016.64,137,Uttar Pradesh,71,Large,14.72,10,1,0
Buttermilk,4019.6,65,Delhi,50,Medium,61.84,11,1,0
Curd,3714.7,55,West Bengal,53,Medium,67.54,6,1,0
Ghee,19585.16,226,Delhi,95,Large,86.66,71,0,1
Cheese,620.93,31,Telangana,81,Large,20.03,78,1,0
Curd,2706.0,165,Jharkhand,75,Medium,16.4,5,1,1
Buttermilk,34.73,1,Maharashtra,82,Large,34.73,8,1,1
Lassi,1983.69,93,Delhi,40,Small,21.33,18,1,0
Lassi,22503.0,260,Delhi,25,Large,86.55,12,1,1
Buttermilk,6954.0,475,Tamil Nadu,84,Small,14.64,9,1,0
Lassi,4208.4,315,Delhi,48,Large,13.36,14,1,0
Yogurt,3049.2,105,Karnataka,16,Medium,29.04,25,1,1
Cheese,41081.6,448,Jharkhand,41,Small,91.7,56,1,1
Cheese,22213.59,417,Maharashtra,72,Medium,53.27,39,1,0
Buttermilk,33003.74,406,Delhi,86,Medium,81.29,10,1,1
Milk,16960.8,740,Haryana,18,Small,22.92,1,0,0
Butter,584.15,35,Uttar Pradesh,72,Small,16.69,27,1,1
Yogurt,24416.8,920,West Bengal,30,Small,26.54,24,1,0
Curd,24230.38,346,Maharashtra,25,Small,70.03,6,1,1
Curd,10150.99,199,West Bengal,56,Medium,51.01,5,1,1
Cheese,37004.0,400,Bihar,50,Small,92.51,87,1,1
Curd,2724.06,166,West Bengal,20,Medium,16.41,5,1,0
Curd,11815.8,235,Chandigarh,58,Medium,50.28,6,1,0
Cheese,2590.05,31,Tamil Nadu,18,Large,83.55,56,1,1
Curd,3001.44,74,Tamil Nadu,96,Medium,40.56,5,1,0
Paneer,850.4,10,Madhya Pradesh,69,Medium,85.04,13,1,0
Butter,30146.48,533,Delhi,23,Small,56.56,36,1,1
Butter,23175.6,248,Jharkhand,46,Medium,93.45,36,1,0
Yogurt,1555.18,22,Kerala,12,Large,70.69,25,1,0
Milk,59648.16,858,Gujarat,63,Small,69.52,1,0,0
Ice Cream,49225.8,780,Kerala,80,Large,63.11,26,1,0
Milk,26600.48,346,West Bengal,25,Large,76.88,23,0,0
Yogurt,9598.2,204,Delhi,19,Large,47.05,21,1,0
Buttermilk,11954.25,165,Haryana,89,Large,72.45,14,1,0
Curd,2547.33,57,Uttar Pradesh,49,Large,44.69,7,1,1
Ice Cream,2412.15,39,Gujarat,34,Small,61.85,23,1,0
Ice Cream,34.96,4,Karnataka,79,Medium,8.74,26,1,0
Lassi,2566.08,176,Maharashtra,39,Medium,14.58,15,1,1
Milk,39945.78,441,Karnataka,99,Large,90.58,26,0,1
Ice Cream,8300.88,216,Haryana,42,Large,38.43,21,1,0
Milk,5059.89,269,Chandigarh,82,Large,18.81,28,0,0
Ice Cream,6720.0,128,Delhi,59,Large,52.5,27,1,0
Ghee,15280.11,459,Uttar Pradesh,14,Medium,33.29,134,0,1
Paneer,1391.04,16,Gujarat,63,Large,86.94,8,1,1
Butter,34475.71,569,Tamil Nadu,43,Large,60.59,37,1,0
Butter,2560.8,30,Gujarat,47,Medium,85.36,26,1,0
Cheese,9366.3,135,West Bengal,16,Large,69.38,27,1,1
Paneer,26534.35,485,Maharashtra,43,Medium,54.71,10,1,0
Butter,21459.15,645,Delhi,55,Large,33.27,40,1,0
Ghee,5300.53,73,Rajasthan,84,Large,72.61,85,0,0
Yogurt,6269.67,297,Bihar,50,Small,21.11,21,1,0
Ice Cream,6315.6,114,Chandigarh,14,Large,55.4,23,1,0
Curd,58601.4,683,Kerala,82,Small,85.8,7,1,0
Lassi,7166.81,301,Uttar Pradesh,44,Large,23.81,17,1,1
Ice Cream,348.74,53,Kerala,64,Medium,6.58,28,1,1
Butter,37392.57,513,Rajasthan,38,Medium,72.89,30,1,0
Buttermilk,6817.57,103,Uttar Pradesh,76,Small,66.19,10,1,0
Milk,23729.16,574,Chandigarh,100,Small,41.34,29,0,0
Cheese,2237.2,188,Chandigarh,30,Medium,11.9,30,1,0
Milk,824.1,41,Haryana,91,Large,20.1,2,0,0
Lassi,1858.68,54,Jharkhand,83,Large,34.42,17,1,0
Buttermilk,48562.47,591,Gujarat,40,Large,82.17,12,1,0
Paneer,13231.35,495,Tamil Nadu,71,Large,26.73,10,1,1
Curd,2482.48,77,Chandigarh,62,Small,32.24,7,1,0
Lassi,7824.0,960,Telangana,98,Large,8.15,12,1,0
Paneer,5282.64,99,Chandigarh,73,Medium,53.36,13,1,1
Paneer,29793.4,910,Gujarat,47,Medium,32.74,9,1,0
Curd,14810.82,193,Uttar Pradesh,39,Small,76.74,6,1,1
Butter,15307.92,684,Chandigarh,68,Large,22.38,25,1,0
Ghee,1848.56,56,Delhi,30,Small,33.01,96,0,1
Butter,7174.02,93,Bihar,11,Medium,77.14,33,1,1
Buttermilk,9500.4,182,Kerala,29,Medium,52.2,7,1,0
Curd,2701.62,54,Chandigarh,96,Medium,50.03,7,1,1
Ice Cream,21848.4,270,Delhi,87,Large,80.92,26,1,1
Lassi,44755.54,547,Uttar Pradesh,32,Small,81.82,13,1,0
Paneer,9063.36,288,Jharkhand,34,Medium,31.47,12,1,0
Milk,6623.07,277,Chandigarh,75,Small,23.91,21,0,1
Cheese,26372.82,381,Telangana,55,Medium,69.22,60,1,0
Ghee,20422.44,282,Delhi,84,Medium,72.42,116,0,0
Yogurt,22754.16,264,Tamil Nadu,42,Small,86.19,21,1,0
Yogurt,14567.3,374,Telangana,28,Large,38.95,21,1,0
Milk,5252.15,185,Haryana,47,Large,28.39,26,0,0
Paneer,3006.96,536,Telangana,71,Small,5.61,13,1,0
Cheese,13836.13,151,Madhya Pradesh,24,Medium,91.63,53,1,1
Yogurt,30763.86,458,Rajasthan,10,Small,67.17,28,1,0
Cheese,12626.76,139,Karnataka,94,Large,90.84,85,1,0
Buttermilk,19608.8,386,Haryana,94,Medium,50.8,9,1,1
Paneer,8887.05,227,Kerala,67,Medium,39.15,11,1,1
Paneer,2419.56,33,Maharashtra,20,Medium,73.32,12,1,0
Ghee,1338.3,45,West Bengal,11,Large,29.74,89,0,0
Milk,28632.39,543,Rajasthan,36,Small,52.73,1,0,0
Lassi,15111.46,182,West Bengal,62,Medium,83.03,16,1,0
Curd,15573.35,247,Delhi,49,Medium,63.05,6,1,1
Paneer,6220.62,63,Maharashtra,91,Small,98.74,7,1,0
Butter,9245.21,247,Uttar Pradesh,57,Medium,37.43,36,1,1
Butter,23.89,1,Jharkhand,94,Small,23.89,34,1,0
Ice Cream,16632.24,222,Madhya Pradesh,94,Medium,74.92,25,1,0
Milk,4185.61,143,Telangana,49,Medium,29.27,30,0,1
Milk,17187.1,430,Haryana,20,Large,39.97,25,0,0
Yogurt,72265.83,771,Delhi,56,Large,93.73,28,1,0
Ice Cream,3576.05,185,Telangana,26,Medium,19.33,29,1,1
Buttermilk,7975.6,254,Tamil Nadu,55,Small,31.4,12,1,1
Lassi,23645.32,794,Telangana,58,Large,29.78,13,1,0
Ice Cream,4437.76,64,Bihar,34,Large,69.34,25,1,0
Curd,1492.6,68,West Bengal,38,Small,21.95,6,1,1
Ghee,48364.0,856,Karnataka,68,Small,56.5,76,0,0
Ghee,59776.85,623,Delhi,63,Small,95.95,91,0,0
Buttermilk,35633.22,777,Jharkhand,91,Medium,45.86,13,1,0
Curd,31298.4,504,Haryana,50,Large,62.1,5,1,0
Yogurt,3873.99,491,Telangana,10,Small,7.89,22,1,0
Paneer,2793.96,52,Haryana,58,Medium,53.73,12,1,0
Paneer,7844.92,86,Bihar,80,Medium,91.22,12,1,0
Buttermilk,2819.14,31,Delhi,18,Small,90.94,13,1,1
Buttermilk,29419.02,706,Madhya Pradesh,34,Small,41.67,7,1,0
Butter,16824.35,283,Chandigarh,41,Medium,59.45,40,1,0
Buttermilk,5616.8,68,Gujarat,51,Medium,82.6,8,1,1
Paneer,6451.16,106,Rajasthan,55,Medium,60.86,14,1,1
Curd,8053.5,177,Delhi,12,Medium,45.5,5,1,0
Ice Cream,3446.3,241,Delhi,89,Small,14.3,29,1,1
Ice Cream,13674.0,200,Haryana,55,Medium,68.37,25,1,0
Lassi,36077.4,786,Maharashtra,42,Medium,45.9,12,1,0
Yogurt,22703.96,452,Tamil Nadu,21,Medium,50.23,26,1,0
Yogurt,8557.0,86,Kerala,99,Small,99.5,24,1,0
Milk,33715.0,550,Bihar,32,Large,61.3,1,0,1
Lassi,2721.82,46,Jharkhand,10,Large,59.17,13,1,1
Cheese,20612.76,371,Madhya Pradesh,13,Small,55.56,63,1,0
Butter,32238.72,579,Bihar,16,Large,55.68,35,1,0
Butter,44335.83,561,Telangana,84,Small,79.03,30,1,0
Lassi,36036.0,429,Telangana,47,Large,84.0,18,1,1
Buttermilk,27270.8,316,Uttar Pradesh,67,Medium,86.3,13,1,0
Yogurt,4863.32,154,Kerala,72,Medium,31.58,24,1,1
Curd,5106.46,391,Chandigarh,29,Large,13.06,5,1,0
Yogurt,5987.52,108,Maharashtra,61,Large,55.44,24,1,0
Butter,4949.86,74,Gujarat,37,Small,66.89,35,1,1
Yogurt,78214.5,819,Maharashtra,66,Medium,95.5,26,1,0
Ghee,1157.68,58,Karnataka,48,Medium,19.96,66,0,0
Milk,14738.4,276,Telangana,88,Medium,53.4,28,0,0
Paneer,14578.51,277,Rajasthan,32,Small,52.63,13,1,1
Ice Cream,21103.11,399,Chandigarh,100,Large,52.89,25,1,0
Paneer,17135.37,177,Rajasthan,98,Medium,96.81,10,1,1
Buttermilk,10793.37,309,Kerala,61,Large,34.93,13,1,0
Buttermilk,15909.4,211,Rajasthan,27,Small,75.4,11,1,0
Buttermilk,30557.52,504,Uttar Pradesh,98,Large,60.63,8,1,0
Paneer,44790.62,926,Rajasthan,30,Small,48.37,10,1,1
Ghee,63.79,1,Chandigarh,78,Medium,63.79,92,0,0
Buttermilk,10497.52,302,Delhi,97,Medium,34.76,9,1,0
Yogurt,6608.91,231,Bihar,84,Large,28.61,26,1,0
Curd,19763.2,640,Delhi,90,Small,30.88,5,1,0
Paneer,979.03,13,Gujarat,25,Small,75.31,11,1,0
Curd,228.27,7,Chandigarh,96,Large,32.61,5,1,0
Milk,1048.64,32,Rajasthan,87,Medium,32.77,23,0,0
Ice Cream,12852.32,167,Chandigarh,31,Large,76.96,21,1,0
Milk,6669.0,90,Telangana,69,Large,74.1,2,0,0
Buttermilk,45237.05,563,Madhya Pradesh,59,Large,80.35,13,1,0
